22.669,26.174,22.48
23.341,26.149,22.535
23.541,26.247,22.257
23.577,25.951,22.01
24.028,26.114,22.047
24.2,26.08,21.835
24.529,25.955,22.425
24.572,26.102,22.188
24.648,26.178,22.415
24.63,26.159,21.865
25.074,25.76,22.305
24.685,25.588,22.33
24.626,26.25,21.361
25.381,26.078,22.473
25.766,26.45,22.3
25.449,26.401,22.061
25.732,26.874,22.191
25.787,27.056,22.516
26.221,27.486,22.063
26.133,27.257,22.078
25.375,27.417,20.99
25.454,27.373,20.797
25.154,26.461,21.379
25.062,26.811,21.445
24.509,26.421,21.301
24.451,26.455,21.196
24.785,26.779,20.892
25.236,27.305,20.814
24.561,26.862,22.118
24.891,26.888,22.281
25.276,26.808,21.705
24.598,26.744,22.049
25.151,26.487,22.221
24.381,26.437,22.075
23.917,26.714,21.942
23.237,26.311,22.271
23.17,26.598,22.329
22.779,26.517,22.477
22.728,26.653,21.769
22.916,26.47,21.729
23.049,26.329,21.651
22.96,27.912,20.755
23.383,26.598,21.5
23.267,26.65,21.459
23.508,26.33,21.502
23.815,27.07,21.281
23.669,26.77,20.962
24.11,27.015,20.847
24.316,26.831,21.265
24.066,26.594,21.614
24.082,26.666,21.222
26.631,27.378,22.39
28.105,27.875,22.391
28.913,27.118,22.202
29.068,27.136,22.518
28.699,27.321,22.531
29.434,27.774,22.417
29.306,28.121,22.284
29.474,28.03,21.9
29.414,28.014,21.939
29.915,27.201,22.422
29.56,27.536,21.733
29.871,26.91,22.108
29.202,28.497,22.033
29.804,28.41,21.626
29.831,28.76,22.522
30.021,28.255,22.157
29.856,28.33,22.124
29.364,28.586,22.333
28.755,28.438,22.35
28.667,28.605,22.354
28.725,28.642,23.195
28.921,28.279,23.481
28.589,28.275,22.759
28.514,28.268,24.044
29.062,28.801,23.642
29.173,28.343,24.023
29.307,28.155,24.188
29.886,28.394,23.787
29.89,28.414,23.111
29.217,28.736,23.276
29.268,28.517,22.851
29.298,28.409,22.97
29.943,27.985,22.605
29.808,27.883,22.856
29.413,27.861,22.864
29.21,28.031,22.819
29.49,27.838,23.092
29.727,28.109,23.35
29.912,27.84,23.324
29.922,27.192,23.415
29.3,27.383,23.303
29.132,27.404,23.476
29.23,27.283,22.732
29.629,27.295,22.608
29.835,27.616,22.934
29.925,26.662,22.774
29.699,26.63,23.013
29.372,27.037,23.171
29.311,26.672,23.386
29.551,26.687,23.239
29.753,26.66,23.414
29.616,27.038,23.205
29.799,27.182,23.834
29.702,26.345,23.756
29.459,26.716,23.849
29.147,26.654,23.863
29.517,27.18,23.763
29.19,26.817,24.066
29.498,27.088,24.176
29.205,27.162,24.416
29.183,26.502,24.373
29.841,27.02,23.972
29.837,27.057,24.13
29.936,27.304,24.398
30.019,27.377,24.422
29.988,27.808,23.573
29.976,27.583,23.621
29.916,27.576,23.831
29.583,27.454,23.937
29.395,27.381,23.644
29.478,27.954,23.529
29.282,27.876,23.817
29.548,27.759,24.117
29.118,27.44,24.047
29.525,27.391,24.107
28.965,27.309,24.326
28.86,27.267,24.381
28.781,27.342,24.228
28.764,27.831,24.268
28.868,28.07,23.717
28.781,27.287,23.753
28.311,27.356,23.857
28.455,27.883,23.607
28.503,27.728,24.166
28.206,27.475,24.268
28.419,27.417,24.401
28.194,27.335,24.248
28.281,26.949,24.175
28.498,26.696,24.046
29.022,26.627,24.382
28.88,26.819,24.273
29.047,27.158,23.641
28.633,26.601,23.913
28.526,26.347,23.826
28.299,26.949,23.933
28.61,26.894,23.669
28.251,27.031,23.415
28.526,27.181,23.35
28.29,26.404,23.424
28.213,26.347,23.233
28.773,26.375,23.252
29.054,26.612,23.332
28.763,26.851,23.139
28.896,26.805,22.562
28.44,27.308,23.358
28.155,27.489,23.427
28.342,27.965,23.361
28.945,27.695,23.485
28.716,27.912,22.911
28.944,27.911,22.612
28.597,27.914,22.646
28.223,28.001,22.825
27.492,28.058,22.685
27.318,27.777,22.669
27.62,27.722,23.011
27.542,27.546,23.028
28.09,27.501,22.904
27.659,26.968,22.881
27.597,27.134,23.423
27.521,26.428,23.224
27.743,26.694,23.309
28.026,27.093,23.06
28.141,26.48,23.874
27.387,26.398,23.828
27.315,27.043,23.84
27.405,26.765,24.087
27.391,26.835,23.985
27.227,26.986,24.076
27.482,27.002,24.16
27.573,26.969,24.172
27.612,26.968,24.184
27.586,27.145,24.162
27.625,26.838,24.213
27.633,26.842,24.201
27.53,26.874,24.227
27.548,26.839,24.386
27.608,26.724,24.403
27.356,27.107,24.281
27.626,26.436,24.405
27.52,26.584,24.394
27.66,26.654,24.28
27.447,26.683,24.328
27.834,26.346,24.401
27.955,26.785,24.293
27.881,26.766,24.356
27.721,26.851,24.391
27.856,27.099,24.243
27.829,27.045,23.998
28.003,27.067,24.284
27.919,26.995,24.294
28.025,27.16,24.229
27.986,27.18,24.305
27.919,27.188,24.331
27.936,27.006,24.32
28,27.259,24.369
27.871,27.429,24.182
27.854,27.448,24.15
28.052,27.483,24.244
28.009,27.847,23.866
27.764,27.671,23.927
27.5,27.352,23.854
27.269,27.712,23.511
27.317,27.866,23.768
27.485,27.268,24.198
26.938,27.241,24.132
26.908,27.362,24.042
27.025,27.254,24.002
27.16,27.671,24.397
26.892,27.808,23.869
27.021,27.38,23.897
26.768,27.234,23.773
26.835,27.336,23.697
26.732,27.352,23.948
26.722,27.463,23.811
26.369,27.397,23.824
26.427,27.226,23.677
26.406,27.443,23.521
26.299,27.82,23.666
26.606,27.474,24.194
26.39,27.53,24.094
26.319,26.846,24.124
26.923,27.164,23.977
27.037,27.144,24.095
27.07,27.12,24.103
27.173,27.172,24.075
27.168,26.957,24.074
27.14,26.968,24.011
27.155,26.765,24.022
26.842,26.805,23.58
26.587,26.495,23.819
26.353,26.966,23.463
27.094,26.824,23.145
26.873,27.511,22.994
27.175,27.209,23.025
26.313,27.333,23.427
26.599,27.465,23.344
26.371,28.045,22.969
26.629,28.378,23.207
26.749,28.271,22.604
28.041,28.472,23.284
28.005,28.133,23.649
27.671,28.391,23.944
27.527,28.149,24.081
26.922,28.202,24.03
27.156,28.216,24.431
26.52,28.548,23.969
28.054,28.52,24.74
28.05,29.034,25.656
27.914,28.722,25.459
27.355,28.74,26.076
27.918,28.496,25.939
26.346,29.71,26.291
26.411,29.116,26.157
26.742,28.822,26.246
26.582,28.618,26.018
26.9,28.25,25.765
26.43,27.887,26.101
26.662,27.774,25.982
26.614,28.073,26.295
26.644,27.654,25.769
26.383,27.231,25.538
26.589,27.367,25.422
26.319,27.311,26.062
26.383,26.829,26.155
26.321,26.638,26.158
27.042,26.303,26.142
27.076,27.118,26.288
26.848,27.039,25.057
26.877,27.024,24.9
27.085,26.871,24.58
27.082,26.306,24.47
26.689,26.857,24.66
26.407,27.605,24.578
26.722,27.673,24.761
27.647,27.651,24.769
27.485,27.91,24.512
27.384,27.302,25.279
27.348,27.291,25.012
27.638,27.613,25.191
28.095,27.684,25.329
28.075,27.895,25.171
28.084,27.227,24.49
28.082,27.099,24.438
27.788,27.068,24.456
27.761,26.748,24.466
27.88,26.794,24.718
27.931,26.76,24.738
28.08,26.86,24.862
28.112,26.772,24.678
28.084,26.74,24.624
28.093,26.889,24.605
28.024,26.791,24.517
28.011,26.814,24.452
28.145,26.665,24.663
27.967,26.582,24.603
28.076,26.431,24.661
28.137,26.576,24.763
27.741,26.364,24.508
27.598,26.977,24.438
27.532,26.811,24.642
27.883,26.382,25.274
27.874,26.43,25.664
27.557,27.006,25.845
27.326,26.604,25.983
27.875,26.687,25.879
28.097,26.871,26.051
27.847,27.101,26.222
28.019,27.214,26.263
27.861,27.31,26.048
27.602,27.297,26.292
27.248,27.377,25.66
27.243,27.44,25.492
27.595,27.292,25.583
28.07,27.258,25.694
28.144,28.119,25.372
27.316,27.926,25.888
27.248,27.713,25.946
27.328,28.095,26.217
28.595,28.064,25.939
28.402,27.867,26.154
28.922,27.733,26.246
28.673,27.797,26.159
29.009,27.991,25.957
28.371,27.925,25.637
28.338,27.813,25.713
28.196,27.414,25.597
28.756,27.268,25.635
28.646,27.331,26.274
28.324,27.215,26.023
28.579,26.36,25.971
28.725,26.625,25.977
29.048,26.657,26.164
28.777,26.953,26.084
29.041,27.188,25.981
29.036,26.754,25.475
29.029,26.63,25.555
29.061,26.476,25.504
28.55,26.642,25.371
28.222,26.854,25.591
28.311,27.037,25.823
28.561,27,25.014
28.501,26.738,25.076
28.609,26.844,24.979
28.154,26.851,24.924
28.166,26.47,24.983
28.364,26.569,25.019
28.473,26.672,25.012
28.523,26.513,25.07
28.568,26.701,24.967
28.501,26.588,24.915
28.535,26.518,24.907
28.563,26.282,24.981
28.537,26.367,24.901
28.476,26.452,25.084
28.578,26.367,25.161
28.69,26.646,25.17
28.782,26.507,25.167
28.776,26.545,25.166
28.766,26.513,25.203
28.826,26.507,25.286
28.844,26.435,25.194
28.811,26.469,25.148
28.848,26.453,25.139
28.818,26.358,25.165
28.736,26.368,25.187
28.719,26.344,25.228
28.726,26.483,25.095
28.683,26.366,25.036
28.728,26.368,25.042
28.779,26.28,25.089
28.815,26.302,25.114
28.839,26.365,25.127
28.842,26.417,25.098
28.843,26.417,25.061
28.831,26.408,25.006
28.821,26.482,24.969
28.697,26.355,24.971
28.698,26.389,25.01
28.669,26.688,24.909
28.721,26.529,25.107
28.778,26.633,25.022
28.755,26.569,24.994
28.777,26.579,25.015
28.981,26.418,25.011
28.892,26.392,25.028
28.855,26.413,25.071
28.927,26.396,25.095
28.931,26.402,25.101
28.851,26.425,25.124
28.897,26.423,25.127
28.881,26.385,25.128
28.88,26.38,25.084
28.882,26.33,25.069
28.952,26.273,25.102
28.905,26.316,25.187
28.87,26.362,25.172
28.858,26.382,25.157
28.874,26.397,25.165
28.887,26.426,25.17
28.875,26.423,25.187
28.861,26.414,25.186
28.857,26.399,25.156
28.851,26.417,25.141
28.872,26.441,25.166
28.916,26.457,25.183
28.944,26.427,25.139
28.919,26.256,25.28
29.081,26.464,25.253
28.89,26.583,25.31
28.891,26.563,25.185
28.926,26.538,25.163
28.974,26.488,25.238
29.051,26.613,25.222
29.079,26.72,25.29
28.754,26.759,25.289
28.765,26.783,24.982
28.666,26.87,24.97
29.078,26.962,25.08
28.886,26.871,24.929
28.96,26.805,25.046
29.051,26.795,25.124
29.05,26.734,25.093
29.012,27.08,24.763
28.645,27.028,24.753
28.802,26.934,24.604
28.653,26.801,24.504
28.656,27.085,24.512
28.799,27.179,24.55
28.826,27.175,24.474
28.715,26.535,24.845
28.693,26.405,24.874
28.402,26.703,24.63
28.447,26.256,24.68
28.466,26.362,24.734
28.47,26.39,24.85
28.483,26.303,24.791
28.522,26.328,24.86
28.595,26.282,24.815
28.616,26.396,24.872
28.609,26.687,24.725
28.511,26.684,24.737
28.359,26.542,24.885
28.291,26.662,24.822
28.381,26.709,24.741
28.312,26.694,24.752
28.318,26.581,24.669
28.226,26.584,24.685
28.243,26.684,24.689
28.28,26.432,24.864
28.211,26.449,24.606
28.257,26.418,24.562
28.178,26.292,24.623
28.303,26.428,24.598
28.275,26.544,24.62
28.19,26.701,24.644
28.263,26.757,24.793
28.352,26.724,24.826
28.267,26.74,24.72
28.45,26.775,24.706
28.449,26.894,24.771
28.565,26.741,24.815
28.57,26.828,24.697
28.502,26.91,24.51
28.512,26.989,24.68
28.162,26.976,24.459
28.234,27.195,24.586
28.452,27.257,24.876
28.459,27.497,24.485
28.23,28.101,24.543
28.531,27.733,25.265
28.784,27.37,25.308
28.9,27.701,25.212
28.649,27.725,25.103
28.632,28.121,24.901
28.931,27.952,24.762
29.068,27.44,24.515
28.77,27.58,24.803
28.918,27.202,24.829
28.791,27.249,24.622
28.927,27.195,24.618
29.17,27.216,24.527
29.295,27.202,24.58
29.273,27.291,24.63
29.507,27.352,24.871
29.182,27.549,24.604
29.21,27.731,25.313
29.311,27.333,25.267
29.144,27.313,25.034
29.234,27.482,24.932
29.481,27.235,24.999
29.63,27.205,25.34
29.832,27.524,25.079
29.999,27.285,25.058
29.725,27.793,25.062
29.563,28.124,24.86
29.99,27.753,24.621
29.602,27.493,24.469
29.631,27.495,24.863
30.016,27.354,24.867
29.895,27.251,24.722
29.674,27.416,24.636
29.657,27.382,24.524
29.749,27.013,24.598
29.685,27,24.59
