1.797,1.517,-0.93637
0.33865,1.682,-0.28489
1.4777,1.8212,-0.85155
1.5537,1.772,-0.45323
1.4371,1.8435,-0.024004
1.024,1.9497,-0.82566
1.7233,1.6159,-0.5565
1.3802,1.8706,-0.66194
0.051318,1.05,0.00099561
0.06091,1.1436,-0.014036
1.2503,1.9164,-0.38761
0.21843,1.54,-0.1744
0.082421,1.2461,-0.21684
0.099109,1.3015,-0.44262
1.1833,1.9322,-0.67435
0.77377,1.9227,-0.53753
0.49858,1.8069,0.029447
1.5768,1.7548,-0.14158
0.39272,1.7306,-0.94042
0.41698,1.7501,-0.36637
1.473,1.8239,-0.94537
0.26172,1.5979,-0.82915
1.897,1.3129,-0.3491
1.3719,1.8742,-0.34915
0.79111,1.9268,-0.78305
0.78141,1.9245,-0.61148
1.1667,1.9353,0.0096842
0.28862,1.6296,-0.019757
1.2587,1.9141,0.037234
0.50248,1.8093,-0.58356
0.46713,1.7865,-0.92038
0.80892,1.9306,-0.20516
0.14471,1.4135,-0.081088
0.54277,1.8327,-0.21339
0.1703,1.4627,-0.012565
0.51092,1.8144,-0.88186
0.68006,1.8945,-0.37661
0.84208,1.9368,-0.033174
0.60205,1.8626,-0.08757
1.1736,1.934,-0.54846
1.3652,1.877,-0.28918
0.11443,0.6561,-0.69531
1.2745,1.9095,-0.040007
0.4118,1.746,-0.63428
0.7975,1.9282,-0.12055
0.54639,1.8347,-0.33138
0.8819,1.9426,-0.80306
0.45877,1.7807,-0.50356
0.71927,1.9076,-0.76989
0.55456,1.8391,-0.53067
0.20895,1.5261,-0.61273
0.7553,1.9179,-0.14343
0.59676,1.8602,-0.048679
0.59654,1.8601,-0.30351
0.37644,1.7167,-0.37243
0.91433,1.9461,-0.58356
0.99588,1.95,-0.75699
0.8651,1.9404,-0.60821
0.51491,1.8168,-0.53765
0.698,1.9007,-0.70705
0.12516,1.3704,-0.15014
1.5682,1.7614,-0.66126
0.46851,1.7874,-0.28224
0.83348,1.9353,0.013579
0.24415,1.5755,-0.06676
0.68598,1.8966,-0.43969
0.25331,1.5873,-0.48794
